Acne Cream,Acne Relief Patches,After Shave Balm,After Shave Lotion,Amla Oil,BB Cream,Baby Toothpaste,Bathing Bar,Beard Colour,Beard Oil,Beard Wash,Beard Wax,Bleach,Body Butter,Body Lotion,Body Mist,Body Oil,Body Polishing Oil,Body Scrub,Body Wash,Brush,Castor Oil,Cleanser,Cleansing Milk,Coconut Oil,Cold Cream,Cologne Spray,Comb,Combo,Conditioner,Cotton Balls,Day Cream,Dental Floss,Dental Gel,Deodorant Spray,Disposal Bag,Dry Shampoo,Eau de Parfum,Electric Toothbrush,Eye Cream,Eyelash Curler,Eyeliner,Face Cream,Face Gel,Face Lotion,Face Mask,Face Mist,Face Pack,Face Pack Brush,Face Scrub,Face Serum,Face Wash,Face Wipes,Facial Kit,Foot Cream,Foot Scrubber,Foundation,Gel,Gift Box,Grooming Kit,Hair Brush,Hair Cleanser,Hair Colour,Hair Comb,Hair Cream,Hair Dryer,Hair Fixer,Hair Gel,Hair Mask,Hair Mist,Hair Oil,Hair Pin,Hair Removal Cream,Hair Serum,Hair Spray,Hair Treatment,Hair Wash Powder,Hair Wax,Hand Cream,Hand Wash,Henna,Intimate Wash,Kajal,Kids Toothbrush,Kit,Lip Balm,Lip Butter,Loofah,Makeup Brush,Mascara,Men's Deodorant,Men's Perfume,Men's Razor,Menstrual Cup,Micellar Water,Moisturizer,Moisturizing Cream,Moisturizing Lotion,Mouth Spray,Mouthwash,Multipurpose Cream,Nail Clipper,Nail Paint Remover,Night Cream,Oil,Onion Oil,Pain Relief Patch,Panty Liners,Perfume,Perfume Spray,Period Panty,Petroleum Jelly,Pins,Powder,Powder Puff,Pumice Stone,Razor,Razor Cartridge,Roll On,Rose Water,Safety Pin,Sanitary Pads,Scalp Tonic,Scrub,Serum,Shampoo,Shampoo & Conditioner,Shaving Brush,Shaving Cream,Shaving Foam,Shaving Gel,Shaving Kit,Sheet Mask,Sindoor,Skin Bleach,Skin Cream,Skin Oil,Soap,Strips,Sunscreen,Sunscreen Gel,Talc,Tampons,Toner,Tooth Powder,Toothbrush,Toothpaste,Under Eye Cream,Urination Device,Wax Strips,Wet Wipes,Wipes,Women's Deodorant,Women's Perfume,Women's Razor
0,1,1,10,0,13,0,4,0,0,0,0,0,2,139,3,0,0,6,106,3,1,1,0,60,9,3,7,1,92,2,0,0,0,86,1,0,3,0,5,0,0,119,2,11,22,0,26,1,20,22,315,15,7,2,4,1,50,0,2,2,12,52,0,0,0,0,7,3,0,116,3,48,24,0,1,0,0,7,124,12,6,43,3,3,23,0,6,0,0,1,0,14,3,0,20,27,40,0,13,0,7,17,57,0,3,1,11,2,2,0,0,1,5,3,1,6,12,38,13,3,139,0,34,3,179,10,2,17,9,3,0,29,0,22,2,0,256,9,58,2,72,2,4,1,60,207,2,0,10,3,0,11,1,32
0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,10,0,0,0,0,5,0,0,0,0,6,0,0,0,5,8,2,0,0,1,1,0,0,2,0,0,0,0,1,1,0,2,9,0,0,1,0,0,2,0,0,0,1,1,0,2,0,0,0,1,0,3,1,2,1,0,0,0,0,0,20,0,1,2,1,1,1,0,2,0,0,0,0,4,0,0,1,1,2,0,53,0,0,0,1,0,2,0,2,0,0,0,0,1,0,1,0,0,0,2,0,0,8,0,1,0,8,2,0,0,0,0,0,1,0,1,0,0,20,0,3,1,1,0,1,2,32,49,0,0,2,1,0,0,0,4
0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,22,0,0,0,0,5,1,0,1,0,7,0,0,5,0,9,0,0,0,1,0,0,0,3,0,0,2,0,2,1,1,1,18,1,0,0,1,0,10,0,0,0,2,4,0,0,0,0,0,1,0,7,2,4,4,0,0,0,0,1,26,2,5,3,0,1,3,0,1,0,0,0,0,4,0,0,1,2,1,3,29,0,1,1,0,0,0,0,2,0,1,0,1,1,1,2,1,1,4,1,1,0,15,0,3,0,16,1,0,0,1,0,0,2,0,0,1,0,52,1,4,0,5,0,1,1,28,116,0,1,0,1,0,0,0,2
0,4,12,196,3,47,9,113,2,0,0,0,0,5,1018,44,2,1,12,1825,47,4,4,0,700,30,206,36,4,786,40,86,8,9,0,5,0,82,2,5,8,0,510,11,45,86,0,198,9,84,51,2887,47,22,17,26,3,454,0,18,24,186,546,0,40,1,1,219,18,0,973,13,385,189,8,0,0,3,51,2313,134,158,201,41,23,133,1,124,0,8,318,171,316,13,0,100,199,147,24,427,14,64,114,33,0,38,3,78,139,69,1,26,8,94,13,28,121,185,1213,124,14,1503,0,295,2,2056,129,38,228,163,58,7,115,2,70,15,0,4103,16,388,5,1494,35,33,13,1047,3326,3,2,60,74,0,490,110,320
0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,0,0,0,13,0,0,0,0,4,0,0,0,0,6,1,1,2,0,5,0,0,0,0,0,0,0,1,0,0,1,0,2,1,2,0,14,2,0,0,2,0,4,0,0,0,0,5,0,0,0,0,0,0,0,4,0,10,2,0,0,0,0,3,31,2,15,0,0,1,3,0,6,0,1,0,0,1,6,0,0,0,1,0,6,0,1,2,0,0,1,13,35,0,2,2,0,0,0,1,0,9,3,17,0,1,211,0,2,0,5,0,0,0,0,3,0,4,0,2,0,0,19,1,4,0,5,43,0,0,8,21,0,1,4,1,0,1,0,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,5,0,0,0,2,0,0,0,0,0,1,10,3,0,0,0,31,1,0,0,0,7,0,2,1,0,4,0,3,0,0,82,0,0,0,0,0,0,0,8,1,0,1,0,2,2,3,1,52,0,2,0,0,0,10,0,2,1,3,4,0,0,0,0,3,1,0,18,1,7,5,0,0,0,0,3,30,2,4,7,0,3,0,0,1,0,0,2,4,4,0,0,0,1,2,1,5,0,2,3,0,0,1,0,0,8,3,0,2,1,1,2,0,5,4,31,1,0,13,0,7,0,33,1,0,6,3,1,1,5,0,1,0,0,54,1,9,0,24,1,1,0,15,47,0,0,2,1,0,3,5,3
0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,10,1,0,0,0,0,0,0,2,1,3,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,0,0,1,1,0,3,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,9,0,1,1,0,0,0,2,0,0,0,0,5,1,1,0,0,0,0,0,9,32,0,0,1,2,0,0,0,3
0,2,0,1,0,2,0,1,0,0,0,0,0,0,10,1,0,0,0,13,1,2,0,0,3,0,0,2,0,8,2,5,1,0,5,0,0,0,0,0,0,0,19,1,1,9,0,10,2,7,10,32,3,0,0,1,0,6,0,1,0,0,2,0,0,0,0,2,4,0,2,2,5,3,0,0,0,0,2,10,0,3,4,1,0,4,1,1,0,0,0,0,0,0,0,7,3,0,0,2,1,0,2,11,0,1,0,1,0,0,0,1,0,0,1,1,2,1,5,8,1,9,0,3,0,9,1,0,0,1,1,0,12,0,2,0,0,19,7,16,0,3,0,5,0,5,20,1,0,1,1,0,1,2,4
0,1,0,1,0,1,0,0,0,0,0,0,0,0,6,3,0,1,0,10,1,1,0,0,6,0,1,1,0,6,4,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,3,5,4,3,8,1,0,1,2,0,5,0,0,2,0,3,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,9,0,0,15,0,2,3,0,5,3,4,0,0,3,1,1,0,1,1,0,4,0,1,10,0,0,0,0,3,0,1,0,0,2,1,6,2,3,1,4,2,2,11,0,4,0,5,0,0,0,0,0,0,6,0,1,0,0,10,2,9,0,3,0,4,0,5,8,0,0,0,0,0,1,2,5
0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,47,1,37,3,34,0,0,0,0,0,2,494,7,2,0,8,409,9,5,3,0,390,30,39,24,4,424,15,119,2,3,510,1,0,8,1,19,1,1,0,2,35,72,0,174,13,58,55,1633,27,27,5,12,5,271,0,5,7,94,306,0,15,0,0,61,8,0,723,9,239,89,0,2,0,2,21,721,79,48,141,24,9,78,4,26,3,3,32,20,65,8,0,75,126,115,3,99,11,9,52,67,0,26,0,26,23,15,0,24,3,29,4,9,35,67,164,97,6,657,0,182,5,1046,48,15,106,37,20,1,84,2,67,15,0,1932,13,234,4,519,11,27,1,374,1423,7,0,33,22,0,51,12,117
0,2,0,0,0,1,0,2,0,0,0,0,0,2,10,3,0,1,1,24,2,0,0,0,2,0,0,1,1,9,1,2,0,0,11,0,0,1,0,1,0,0,2,0,2,6,0,4,0,7,6,28,1,1,0,1,0,12,0,0,0,0,2,0,0,0,0,0,3,0,5,0,3,1,0,0,0,0,4,13,0,0,4,0,1,2,0,1,0,0,1,0,0,1,0,4,1,1,0,5,0,0,1,3,0,2,0,1,3,0,0,0,0,0,0,1,8,2,7,3,0,9,0,6,0,11,2,1,0,0,0,0,9,0,3,1,0,17,3,3,0,5,0,7,0,7,15,0,0,0,2,0,0,2,6
1,1,1,4,0,5,1,10,1,0,0,0,0,1,104,1,0,1,4,99,0,1,0,0,29,8,1,0,2,54,1,11,0,0,45,0,0,0,0,1,1,0,35,2,0,11,0,41,1,17,14,191,9,8,2,1,1,68,0,0,1,14,29,1,2,0,0,3,1,0,46,1,17,12,0,0,0,0,7,84,13,9,22,0,2,5,0,6,1,0,3,2,5,1,0,8,23,16,2,16,2,4,8,3,0,1,0,3,2,4,0,5,3,9,1,3,6,9,23,18,1,82,0,28,3,105,7,1,7,5,2,1,13,0,18,3,0,153,5,101,2,69,1,2,3,34,118,1,0,11,10,0,7,5,26
0,8,1,10,0,10,3,7,1,0,0,0,0,3,57,3,0,1,8,131,2,0,1,0,51,4,4,4,1,92,8,22,0,2,86,1,0,1,0,9,0,0,72,6,11,0,0,247,12,68,22,433,15,24,4,3,1,114,0,3,3,20,91,0,1,0,0,12,14,0,72,3,58,37,0,0,0,0,12,128,27,26,24,4,7,18,1,16,0,2,3,1,13,1,0,9,11,16,0,35,1,3,18,14,0,8,1,3,3,1,0,1,1,4,2,4,20,10,38,43,0,138,0,344,1,168,13,4,13,3,3,0,157,0,58,4,0,252,37,68,1,51,2,9,0,57,193,5,1,26,12,0,14,3,54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,2,15,0,27,1,26,2,0,1,0,0,3,178,9,0,1,21,414,5,3,5,0,169,12,11,15,1,222,17,26,1,2,198,2,0,2,1,10,3,0,174,4,41,247,0,0,69,220,57,1064,33,35,8,12,1,589,0,0,3,96,160,0,2,0,0,15,23,0,180,4,134,61,0,2,0,0,18,409,60,49,75,10,11,44,2,29,0,1,9,7,32,2,0,30,50,49,5,71,5,13,44,38,0,8,2,9,10,8,0,5,4,14,2,11,48,27,105,145,8,362,0,903,7,453,30,5,32,10,8,2,225,1,157,6,0,717,53,179,2,141,7,47,5,191,588,11,1,33,38,0,17,7,129
0,1,0,2,0,2,0,1,1,0,0,0,0,0,9,2,1,3,3,30,5,1,0,0,12,0,0,11,0,16,7,1,1,1,9,1,0,2,0,2,5,0,13,0,1,12,0,69,0,12,6,52,4,9,2,9,0,25,0,1,5,3,17,0,0,0,0,1,3,0,11,5,7,4,0,0,0,0,3,28,4,2,19,3,0,8,0,5,2,0,0,0,5,1,0,3,1,4,1,4,1,5,21,3,0,0,0,3,0,0,0,1,4,0,9,5,2,4,11,15,0,41,0,22,0,32,1,2,3,1,0,0,22,0,10,0,0,44,8,9,0,6,4,3,0,24,47,0,0,6,4,0,3,0,19
0,9,1,5,0,4,2,14,0,0,0,1,0,8,104,12,0,6,51,282,9,1,4,0,42,4,7,5,1,111,23,20,0,1,84,2,0,3,0,7,4,0,58,7,17,68,0,220,12,0,44,567,16,11,4,7,0,110,0,1,5,11,44,0,7,0,0,1,15,0,67,4,47,27,0,0,0,1,9,150,11,27,27,1,8,23,2,33,1,2,0,0,17,0,0,37,26,32,2,47,3,8,28,23,0,8,1,8,10,5,0,3,2,6,3,12,28,12,34,31,2,104,0,64,3,199,18,3,11,13,4,4,114,0,45,1,0,194,36,108,0,38,5,43,0,92,198,7,0,16,16,0,10,3,65
1,9,0,1,0,5,1,5,0,0,0,0,0,2,45,20,0,2,8,85,1,0,0,0,22,5,3,5,3,60,5,22,2,1,51,0,0,1,0,10,3,0,55,6,14,22,0,57,6,44,0,202,19,14,2,6,0,63,0,1,6,2,26,0,3,0,0,3,9,0,27,1,14,48,0,0,0,0,16,58,9,7,18,0,7,17,3,4,1,1,1,0,8,1,0,37,10,20,0,12,2,7,11,23,0,3,2,4,6,4,0,0,2,3,1,2,21,2,27,25,1,64,0,40,2,96,6,1,3,6,2,0,61,0,12,0,0,89,12,83,2,26,3,44,1,32,85,7,1,8,11,0,4,0,30
4,25,21,212,3,117,20,267,9,0,2,0,0,11,2141,62,10,11,82,6232,62,23,11,1,1692,85,145,87,12,2664,95,315,9,18,2887,14,0,52,8,32,8,0,1633,28,191,433,0,1064,52,567,202,0,171,78,36,42,5,1920,0,25,42,621,1147,0,51,0,0,210,62,1,2332,24,819,411,10,10,2,6,72,6703,320,609,297,91,35,247,10,376,2,8,148,109,400,26,2,335,642,461,15,758,48,113,211,145,0,143,4,157,108,62,1,57,14,85,15,54,205,273,919,491,21,3492,0,1235,21,7200,387,65,428,252,75,6,508,2,209,52,0,10737,93,1245,22,1569,66,146,20,2767,9034,25,4,168,183,1,198,76,645
1,4,0,4,0,5,1,1,0,0,0,0,0,1,44,4,0,2,1,105,3,1,0,0,28,4,3,7,0,37,24,15,0,1,47,2,0,0,0,3,1,0,27,1,9,15,0,33,4,16,19,171,0,5,1,6,0,43,0,0,2,8,30,0,1,0,0,3,3,0,26,6,20,19,0,0,0,0,7,74,8,8,25,2,4,18,1,10,3,1,1,1,6,0,0,3,17,19,2,21,0,5,34,7,0,3,2,7,4,6,0,4,2,1,5,8,19,4,34,7,3,105,0,25,1,70,7,1,5,6,3,1,54,0,17,0,0,107,11,54,0,25,7,9,0,49,112,0,3,10,33,2,4,6,61
0,1,0,1,0,2,0,0,2,0,0,0,0,0,16,3,0,1,5,30,0,0,2,0,13,2,3,1,0,20,0,7,0,0,22,0,0,2,0,0,0,0,27,1,8,24,0,35,9,11,14,78,5,0,1,1,0,20,0,0,4,1,39,0,0,0,0,1,3,0,10,1,18,6,0,0,0,0,4,21,10,4,12,0,6,3,1,4,1,0,1,0,4,0,0,13,3,5,0,5,0,3,8,1,0,0,0,3,0,0,0,0,1,1,1,1,11,2,12,15,1,26,0,44,2,41,3,0,0,0,0,0,46,0,133,2,0,41,13,24,0,13,1,2,0,14,31,1,0,16,3,0,1,0,11
0,1,0,0,0,1,2,2,0,0,0,0,0,1,33,0,1,0,3,31,1,0,0,0,8,2,1,4,0,12,1,2,1,0,17,0,0,0,0,0,1,0,5,0,2,4,0,8,2,4,2,36,1,1,0,11,0,11,0,0,1,5,9,0,1,0,0,2,2,0,11,0,13,2,0,0,0,0,15,33,3,5,8,1,2,6,0,4,0,0,0,0,2,2,0,5,7,3,0,5,0,1,5,3,0,1,0,3,1,0,0,2,0,2,0,10,5,2,8,1,1,48,0,5,0,29,0,1,4,2,2,0,5,0,4,0,0,59,4,5,0,14,1,3,1,24,55,0,0,3,2,0,1,0,12
0,1,1,3,0,0,2,2,0,0,0,0,0,1,24,0,0,0,5,66,13,2,0,0,15,0,1,10,0,22,10,4,0,1,26,2,0,0,1,1,2,0,12,1,1,3,0,12,9,7,6,42,6,1,11,0,0,17,0,0,3,2,16,0,0,0,0,0,2,0,25,6,18,12,0,0,0,0,7,51,7,11,16,0,2,5,0,39,2,0,0,2,3,3,0,4,4,10,0,12,0,13,21,3,0,0,1,5,1,1,0,2,0,1,6,14,10,5,17,5,2,55,0,20,0,56,0,1,3,1,0,0,20,0,5,0,0,75,12,16,0,15,4,2,0,31,60,0,0,3,4,0,0,2,37
0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,1,0,0,3,0,0,0,0,0,0,1,5,0,1,1,0,1,0,0,0,5,0,0,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,1,0,1,10,0,0,6,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,1,10,0,0,1,0,1,2,1,4,0,1,0,6,1,0,0,0,0,0,2,2,1,0,0,2,1,2,0,3,0,0,0,1,2,0,0,0,0,0,1,0,4
2,17,4,31,1,19,7,42,2,0,0,0,0,7,594,13,6,1,20,857,14,26,9,0,715,16,26,22,3,562,39,50,2,10,454,4,0,10,0,6,5,1,271,12,68,114,0,589,25,110,63,1920,43,20,11,17,1,0,0,3,7,326,320,0,3,0,0,41,16,0,564,7,232,129,2,2,0,1,26,1308,415,133,84,25,17,63,1,49,1,3,26,21,90,7,0,51,134,111,6,154,7,25,81,35,0,26,3,54,10,20,1,37,0,16,4,17,126,68,202,661,9,1084,0,397,2,1123,55,10,118,39,15,1,154,1,76,17,0,2189,44,327,6,402,16,60,7,515,1974,7,0,83,76,0,53,16,310
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,19,0,1,0,0,3,1,2,2,1,2,1,2,0,0,18,0,0,2,0,1,0,0,5,0,0,3,0,0,1,1,1,25,0,0,0,0,0,3,0,0,0,0,5,0,1,0,0,2,0,0,9,0,5,1,0,0,0,0,0,7,1,0,4,0,3,1,0,0,0,0,1,2,3,0,0,1,1,1,0,2,0,1,0,0,0,2,0,1,1,0,0,1,0,1,0,0,2,3,7,0,0,5,0,4,0,17,1,1,3,3,1,1,2,0,0,1,0,24,1,2,0,5,0,1,0,11,17,0,0,1,0,0,2,0,1
0,1,0,2,0,0,0,1,0,0,0,0,0,0,10,2,1,0,0,31,19,1,0,0,6,0,3,39,0,13,2,2,0,0,24,0,0,1,2,0,2,0,7,0,1,3,0,3,5,5,6,42,2,4,1,3,1,7,0,0,0,1,17,1,5,0,0,16,4,0,25,3,12,15,2,0,0,0,3,23,2,2,8,0,0,5,0,13,1,0,0,3,3,2,0,0,1,6,0,6,1,18,3,0,0,2,0,0,3,0,0,2,0,0,0,6,4,3,10,3,1,15,0,5,0,35,1,4,2,7,1,0,1,1,1,0,0,37,5,8,1,8,0,2,0,40,41,0,0,3,3,0,0,0,11
0,0,1,24,4,9,1,29,1,0,0,0,0,2,140,2,1,0,1,384,3,1,0,0,330,5,11,8,0,466,5,12,1,2,186,0,0,3,0,0,0,0,94,0,14,20,0,96,3,11,2,621,8,1,5,2,1,326,0,0,1,0,216,1,3,0,0,10,2,0,390,0,82,31,0,2,0,0,7,955,182,39,23,17,0,12,0,19,0,0,7,9,62,1,0,7,45,24,1,71,0,4,19,3,0,10,0,11,4,8,0,7,3,11,1,5,18,37,51,29,2,523,0,45,0,421,32,11,73,18,10,0,14,0,9,4,0,1896,0,59,0,211,7,4,6,293,1717,0,0,14,12,0,18,5,52
0,2,5,50,3,32,6,63,20,0,0,0,0,2,438,11,7,0,17,728,21,4,3,0,651,27,33,33,5,997,25,52,1,4,546,5,0,4,2,2,3,1,306,2,29,91,0,160,17,44,26,1147,30,39,9,16,4,320,0,5,17,216,0,0,20,0,0,80,36,0,820,17,484,215,5,1,1,0,21,1888,277,117,142,25,9,65,1,44,0,3,30,22,261,9,1,35,117,84,9,184,4,34,110,24,0,30,4,39,12,16,1,35,14,33,6,18,94,162,215,91,12,1463,0,202,2,2042,110,26,254,86,44,4,118,0,276,10,0,3230,30,208,5,528,24,17,11,759,2772,3,0,102,28,0,60,12,317
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,7,0,0,0,5,1,0,0,0,0,0,10,1,0,0,1,27,3,0,0,0,28,0,3,5,0,12,1,0,2,0,40,0,0,0,0,0,0,0,15,0,2,1,0,2,0,7,3,51,1,0,1,0,0,3,0,1,5,3,20,0,0,0,0,18,0,0,14,0,10,6,0,0,0,0,0,27,0,3,1,1,3,2,0,5,0,1,2,2,11,0,1,3,6,3,0,12,1,2,2,2,0,0,0,2,4,0,0,0,0,2,0,0,3,9,21,0,0,18,0,4,0,39,5,3,10,7,2,0,1,0,2,0,0,45,0,5,0,11,0,0,0,18,50,0,0,1,0,1,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
1,0,1,14,0,3,0,6,4,0,0,0,0,1,43,2,0,1,0,101,8,0,2,0,36,2,19,13,0,49,1,7,0,0,219,0,0,3,0,2,0,0,61,0,3,12,0,15,1,1,3,210,3,1,2,0,0,41,0,2,16,10,80,0,18,0,1,0,3,0,90,2,43,35,16,1,0,2,1,119,8,4,8,1,3,6,0,11,0,0,11,16,44,0,1,15,14,6,4,38,1,10,6,0,0,4,0,3,9,1,0,4,1,6,0,0,20,21,46,8,0,52,0,20,0,136,9,7,27,15,4,1,13,0,5,3,0,217,2,20,0,63,2,2,0,71,155,0,1,2,5,0,2,3,28
0,1,0,1,0,0,0,2,0,0,0,0,0,1,19,8,0,2,8,42,6,0,0,0,10,0,1,7,0,36,1,3,1,1,18,0,0,1,0,4,0,0,8,3,1,14,0,23,3,15,9,62,3,3,2,2,0,16,0,0,4,2,36,0,0,0,0,3,0,0,42,1,10,21,0,0,0,0,4,33,3,4,10,0,2,4,0,8,1,0,1,0,5,1,0,3,5,2,0,15,0,2,7,3,0,14,1,6,5,0,0,0,0,0,0,2,3,2,8,5,0,22,0,10,1,102,5,0,1,3,0,0,33,0,6,0,0,30,2,11,0,10,0,5,0,19,28,0,0,5,2,0,2,1,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,5,83,13,30,8,128,3,0,0,0,0,4,1031,17,9,3,18,1177,27,31,2,0,1811,43,42,76,6,1196,30,116,3,7,973,4,0,18,1,2,1,2,723,5,46,72,0,180,11,67,27,2332,26,10,11,25,3,564,0,9,25,390,820,0,14,0,2,90,42,0,0,10,418,268,5,4,3,2,27,3147,240,157,117,63,14,76,3,93,0,0,57,36,194,10,0,64,210,148,3,297,17,51,80,21,0,83,2,40,23,14,0,45,4,89,4,24,75,180,314,140,11,1762,1,245,7,4150,157,51,273,89,34,4,70,1,46,36,0,7607,14,238,9,1602,23,9,11,1269,5840,6,0,40,26,1,81,19,209
0,1,0,1,0,2,0,0,0,0,0,0,0,0,12,0,0,1,1,18,3,2,0,0,2,0,0,7,0,14,4,3,1,2,13,0,0,1,1,2,1,0,9,0,1,3,0,4,5,4,1,24,6,1,0,6,0,7,0,0,3,0,17,0,0,1,0,2,1,0,10,0,7,8,0,0,0,0,1,19,5,3,28,3,1,8,2,5,0,0,0,0,3,0,0,1,4,0,1,6,0,1,14,1,0,0,0,2,1,2,0,1,61,1,7,3,4,2,9,4,43,27,0,4,0,32,0,0,2,0,1,0,14,1,6,0,0,25,3,9,0,7,0,3,0,13,30,0,1,3,3,0,0,0,11
